"Content ID","Content Type",Category,"Reaction Type",Score,agg_score
6cbac852-fec6-49e2-95db-d62edeb477d0,video,"healthy eating",adore,72,69339
6cbac852-fec6-49e2-95db-d62edeb477d0,video,"healthy eating",hate,5,69339
6cbac852-fec6-49e2-95db-d62edeb477d0,video,"healthy eating",disgust,0,69339
7d459555-a816-4d20-893c-a002e0a74ce3,audio,"healthy eating",worried,12,69339
e8d62710-7e3a-4bef-b6da-edaaed70c401,photo,"healthy eating",worried,12,69339
e8d62710-7e3a-4bef-b6da-edaaed70c401,photo,"healthy eating",disgust,0,69339
e8d62710-7e3a-4bef-b6da-edaaed70c401,photo,"healthy eating",heart,60,69339
4bdd31e0-2f59-4262-bcbe-546678a3d203,photo,"healthy eating",cherish,70,69339
e8d62710-7e3a-4bef-b6da-edaaed70c401,photo,"healthy eating",heart,60,69339
e8d62710-7e3a-4bef-b6da-edaaed70c401,photo,"healthy eating",worried,12,69339
e8d62710-7e3a-4bef-b6da-edaaed70c401,photo,"healthy eating",want,70,69339
e8d62710-7e3a-4bef-b6da-edaaed70c401,photo,"healthy eating",disgust,0,69339
4bdd31e0-2f59-4262-bcbe-546678a3d203,photo,"healthy eating",love,65,69339
4bdd31e0-2f59-4262-bcbe-546678a3d203,photo,"healthy eating",love,65,69339
bb9dcde7-55bb-4fb8-b349-caa58fb08823,GIF,"healthy eating",want,70,69339
bb9dcde7-55bb-4fb8-b349-caa58fb08823,GIF,"healthy eating",like,50,69339
09bb0893-a05b-49bc-95ec-1e158577bf13,photo,"healthy eating",cherish,70,69339
09bb0893-a05b-49bc-95ec-1e158577bf13,photo,"healthy eating","super love",75,69339
09bb0893-a05b-49bc-95ec-1e158577bf13,photo,"healthy eating","super love",75,69339
09bb0893-a05b-49bc-95ec-1e158577bf13,photo,"healthy eating","super love",75,69339
bb9dcde7-55bb-4fb8-b349-caa58fb08823,GIF,"healthy eating",want,70,69339
e8d62710-7e3a-4bef-b6da-edaaed70c401,photo,"healthy eating",heart,60,69339
16f8b629-5173-420f-9c8b-577313e9e128,video,"healthy eating",adore,72,69339
3e64dfe3-e832-4352-a170-9806f64ac507,audio,"healthy eating",interested,30,69339
3e64dfe3-e832-4352-a170-9806f64ac507,audio,"healthy eating",love,65,69339
3e64dfe3-e832-4352-a170-9806f64ac507,audio,"healthy eating",worried,12,69339
3e64dfe3-e832-4352-a170-9806f64ac507,audio,"healthy eating",worried,12,69339
2b7f2d2b-2a0b-4d33-ada9-ee9629742dff,photo,"healthy eating",hate,5,69339
2b7f2d2b-2a0b-4d33-ada9-ee9629742dff,photo,"healthy eating",hate,5,69339
16f8b629-5173-420f-9c8b-577313e9e128,video,"healthy eating",want,70,69339
16f8b629-5173-420f-9c8b-577313e9e128,video,"healthy eating",want,70,69339
d029d393-b80b-4a56-9450-7645ee42da07,video,"healthy eating",worried,12,69339
d029d393-b80b-4a56-9450-7645ee42da07,video,"healthy eating","super love",75,69339
b1c49557-0623-4fb2-8f22-1453286fedad,video,"healthy eating",adore,72,69339
b23a874f-72fa-4abb-9ca5-941850c672bc,photo,"healthy eating",want,70,69339
b23a874f-72fa-4abb-9ca5-941850c672bc,photo,"healthy eating",want,70,69339
6082eb46-c239-40f5-bfcd-fb72b823ee71,video,"healthy eating","super love",75,69339
bb9dcde7-55bb-4fb8-b349-caa58fb08823,GIF,"healthy eating",worried,12,69339
bb9dcde7-55bb-4fb8-b349-caa58fb08823,GIF,"healthy eating",like,50,69339
b23a874f-72fa-4abb-9ca5-941850c672bc,photo,"healthy eating",want,70,69339
b23a874f-72fa-4abb-9ca5-941850c672bc,photo,"healthy eating",want,70,69339
e8d62710-7e3a-4bef-b6da-edaaed70c401,photo,"healthy eating",worried,12,69339
451b228b-9d66-45a4-b6fa-46c502562b5f,video,"healthy eating",peeking,35,69339
451b228b-9d66-45a4-b6fa-46c502562b5f,video,"healthy eating",interested,30,69339
e8d62710-7e3a-4bef-b6da-edaaed70c401,photo,"healthy eating",worried,12,69339
e8d62710-7e3a-4bef-b6da-edaaed70c401,photo,"healthy eating",disgust,0,69339
451b228b-9d66-45a4-b6fa-46c502562b5f,video,"healthy eating",peeking,35,69339
a3d563e1-c7a6-4367-9195-cddc36863735,audio,"healthy eating",cherish,70,69339
a3d563e1-c7a6-4367-9195-cddc36863735,audio,"healthy eating",cherish,70,69339
a3d563e1-c7a6-4367-9195-cddc36863735,audio,"healthy eating",cherish,70,69339
a3d563e1-c7a6-4367-9195-cddc36863735,audio,"healthy eating",love,65,69339
2664a681-e732-422f-b529-02fabb6ec9ab,audio,"healthy eating",dislike,10,69339
09bb0893-a05b-49bc-95ec-1e158577bf13,photo,"healthy eating",worried,12,69339
66af1757-534a-4ef9-a5a5-9d721e7c6c00,audio,"healthy eating",hate,5,69339
66af1757-534a-4ef9-a5a5-9d721e7c6c00,audio,"healthy eating",hate,5,69339
1c77e474-0cc6-40ac-b48b-cbc511bffc77,video,"healthy eating","super love",75,69339
1c77e474-0cc6-40ac-b48b-cbc511bffc77,video,"healthy eating","super love",75,69339
1c77e474-0cc6-40ac-b48b-cbc511bffc77,video,"healthy eating",scared,15,69339
1c77e474-0cc6-40ac-b48b-cbc511bffc77,video,"healthy eating","super love",75,69339
1c77e474-0cc6-40ac-b48b-cbc511bffc77,video,"healthy eating","super love",75,69339
451b228b-9d66-45a4-b6fa-46c502562b5f,video,"healthy eating",interested,30,69339
451b228b-9d66-45a4-b6fa-46c502562b5f,video,"healthy eating",peeking,35,69339
451b228b-9d66-45a4-b6fa-46c502562b5f,video,"healthy eating",peeking,35,69339
3ca5a22f-aebc-4421-a960-d787d732f1ec,audio,"healthy eating",want,70,69339
66af1757-534a-4ef9-a5a5-9d721e7c6c00,audio,"healthy eating",like,50,69339
bb9dcde7-55bb-4fb8-b349-caa58fb08823,GIF,"healthy eating",worried,12,69339
e8d62710-7e3a-4bef-b6da-edaaed70c401,photo,"healthy eating",heart,60,69339
8e0f1d3e-b588-44de-a423-8224eb26aa99,audio,"healthy eating",disgust,0,69339
451b228b-9d66-45a4-b6fa-46c502562b5f,video,"healthy eating",peeking,35,69339
8e0f1d3e-b588-44de-a423-8224eb26aa99,audio,"healthy eating",disgust,0,69339
dd5bd710-bb81-464e-a798-0291b385e883,photo,"healthy eating",like,50,69339
dd5bd710-bb81-464e-a798-0291b385e883,photo,"healthy eating",like,50,69339
3ca5a22f-aebc-4421-a960-d787d732f1ec,audio,"healthy eating",intrigued,45,69339
6cbac852-fec6-49e2-95db-d62edeb477d0,video,"healthy eating",hate,5,69339
3e64dfe3-e832-4352-a170-9806f64ac507,audio,"healthy eating",worried,12,69339
3ca5a22f-aebc-4421-a960-d787d732f1ec,audio,"healthy eating",want,70,69339
7d459555-a816-4d20-893c-a002e0a74ce3,audio,"healthy eating",worried,12,69339
16f8b629-5173-420f-9c8b-577313e9e128,video,"healthy eating",intrigued,45,69339
3ca5a22f-aebc-4421-a960-d787d732f1ec,audio,"healthy eating",want,70,69339
3ca5a22f-aebc-4421-a960-d787d732f1ec,audio,"healthy eating",intrigued,45,69339
451b228b-9d66-45a4-b6fa-46c502562b5f,video,"healthy eating",interested,30,69339
16f8b629-5173-420f-9c8b-577313e9e128,video,"healthy eating",adore,72,69339
8f82022e-2ba7-4269-ab8f-3b47f87004de,audio,"healthy eating",like,50,69339
74c85e37-5017-462e-bee2-2769db7a17c1,photo,"healthy eating",peeking,35,69339
74c85e37-5017-462e-bee2-2769db7a17c1,photo,"healthy eating",peeking,35,69339
74c85e37-5017-462e-bee2-2769db7a17c1,photo,"healthy eating",peeking,35,69339
451b228b-9d66-45a4-b6fa-46c502562b5f,video,"healthy eating",interested,30,69339
451b228b-9d66-45a4-b6fa-46c502562b5f,video,"healthy eating",interested,30,69339
451b228b-9d66-45a4-b6fa-46c502562b5f,video,"healthy eating",disgust,0,69339
8f82022e-2ba7-4269-ab8f-3b47f87004de,audio,"healthy eating",intrigued,45,69339
8f82022e-2ba7-4269-ab8f-3b47f87004de,audio,"healthy eating",intrigued,45,69339
7d459555-a816-4d20-893c-a002e0a74ce3,audio,"healthy eating",worried,12,69339
451b228b-9d66-45a4-b6fa-46c502562b5f,video,"healthy eating",disgust,0,69339
2297a93f-370d-47e7-8df3-3d464b3a0c0a,video,"healthy eating",dislike,10,69339
b23a874f-72fa-4abb-9ca5-941850c672bc,photo,"healthy eating",want,70,69339
6cbac852-fec6-49e2-95db-d62edeb477d0,video,"healthy eating",hate,5,69339
6cbac852-fec6-49e2-95db-d62edeb477d0,video,"healthy eating",adore,72,69339
6cbac852-fec6-49e2-95db-d62edeb477d0,video,"healthy eating",adore,72,69339
5dc325aa-d5d1-4552-9997-cd25b7608be9,audio,"healthy eating",worried,12,69339
5dc325aa-d5d1-4552-9997-cd25b7608be9,audio,"healthy eating",worried,12,69339
5dc325aa-d5d1-4552-9997-cd25b7608be9,audio,"healthy eating",worried,12,69339
09bb0893-a05b-49bc-95ec-1e158577bf13,photo,"healthy eating",cherish,70,69339
3ca5a22f-aebc-4421-a960-d787d732f1ec,audio,"healthy eating",heart,60,69339
3ca5a22f-aebc-4421-a960-d787d732f1ec,audio,"healthy eating",dislike,10,69339
3ca5a22f-aebc-4421-a960-d787d732f1ec,audio,"healthy eating",dislike,10,69339
3ca5a22f-aebc-4421-a960-d787d732f1ec,audio,"healthy eating",dislike,10,69339
3ca5a22f-aebc-4421-a960-d787d732f1ec,audio,"healthy eating",dislike,10,69339
a3d563e1-c7a6-4367-9195-cddc36863735,audio,"healthy eating",hate,5,69339
25c8f882-464d-4465-9ed2-e7f7706c1775,audio,"healthy eating",scared,15,69339
25c8f882-464d-4465-9ed2-e7f7706c1775,audio,"healthy eating",interested,30,69339
25c8f882-464d-4465-9ed2-e7f7706c1775,audio,"healthy eating",want,70,69339
a3d563e1-c7a6-4367-9195-cddc36863735,audio,"healthy eating",adore,72,69339
a3d563e1-c7a6-4367-9195-cddc36863735,audio,"healthy eating",hate,5,69339
b4d8b8ed-d538-49d2-a1cb-25548045bcf1,video,"healthy eating",want,70,69339
b1c49557-0623-4fb2-8f22-1453286fedad,video,"healthy eating",dislike,10,69339
b1c49557-0623-4fb2-8f22-1453286fedad,video,"healthy eating",dislike,10,69339
1e1a8878-0435-4171-97e6-fddb4abc3452,GIF,"healthy eating",interested,30,69339
1e1a8878-0435-4171-97e6-fddb4abc3452,GIF,"healthy eating","super love",75,69339
1e1a8878-0435-4171-97e6-fddb4abc3452,GIF,"healthy eating",like,50,69339
d029d393-b80b-4a56-9450-7645ee42da07,video,"healthy eating",intrigued,45,69339
d029d393-b80b-4a56-9450-7645ee42da07,video,"healthy eating",intrigued,45,69339
1e1a8878-0435-4171-97e6-fddb4abc3452,GIF,"healthy eating",dislike,10,69339
3cec7ac2-f9b6-4e4c-b392-63c59c3621f2,GIF,"healthy eating",heart,60,69339
3cec7ac2-f9b6-4e4c-b392-63c59c3621f2,GIF,"healthy eating",hate,5,69339
3cec7ac2-f9b6-4e4c-b392-63c59c3621f2,GIF,"healthy eating",heart,60,69339
3cec7ac2-f9b6-4e4c-b392-63c59c3621f2,GIF,"healthy eating",hate,5,69339
3cec7ac2-f9b6-4e4c-b392-63c59c3621f2,GIF,"healthy eating",heart,60,69339
09bb0893-a05b-49bc-95ec-1e158577bf13,photo,"healthy eating",indifferent,20,69339
09bb0893-a05b-49bc-95ec-1e158577bf13,photo,"healthy eating",indifferent,20,69339
09bb0893-a05b-49bc-95ec-1e158577bf13,photo,"healthy eating",like,50,69339
2b7f2d2b-2a0b-4d33-ada9-ee9629742dff,photo,"healthy eating",cherish,70,69339
2b7f2d2b-2a0b-4d33-ada9-ee9629742dff,photo,"healthy eating","super love",75,69339
2b7f2d2b-2a0b-4d33-ada9-ee9629742dff,photo,"healthy eating",cherish,70,69339
2b7f2d2b-2a0b-4d33-ada9-ee9629742dff,photo,"healthy eating",cherish,70,69339
2b7f2d2b-2a0b-4d33-ada9-ee9629742dff,photo,"healthy eating",cherish,70,69339
2b7f2d2b-2a0b-4d33-ada9-ee9629742dff,photo,"healthy eating",cherish,70,69339
2b7f2d2b-2a0b-4d33-ada9-ee9629742dff,photo,"healthy eating","super love",75,69339
476e3ce0-3291-4c77-b3a3-deabee114efc,audio,"healthy eating",dislike,10,69339
476e3ce0-3291-4c77-b3a3-deabee114efc,audio,"healthy eating",indifferent,20,69339
476e3ce0-3291-4c77-b3a3-deabee114efc,audio,"healthy eating",indifferent,20,69339
476e3ce0-3291-4c77-b3a3-deabee114efc,audio,"healthy eating",indifferent,20,69339
476e3ce0-3291-4c77-b3a3-deabee114efc,audio,"healthy eating",disgust,0,69339
476e3ce0-3291-4c77-b3a3-deabee114efc,audio,"healthy eating",disgust,0,69339
476e3ce0-3291-4c77-b3a3-deabee114efc,audio,"healthy eating",cherish,70,69339
7d459555-a816-4d20-893c-a002e0a74ce3,audio,"healthy eating",scared,15,69339
7d459555-a816-4d20-893c-a002e0a74ce3,audio,"healthy eating",scared,15,69339
7d459555-a816-4d20-893c-a002e0a74ce3,audio,"healthy eating",interested,30,69339
1c77e474-0cc6-40ac-b48b-cbc511bffc77,video,"healthy eating",want,70,69339
d70f66c4-627a-4416-b1ad-51b5ccc8cf1d,GIF,"healthy eating","super love",75,69339
d70f66c4-627a-4416-b1ad-51b5ccc8cf1d,GIF,"healthy eating",worried,12,69339
d70f66c4-627a-4416-b1ad-51b5ccc8cf1d,GIF,"healthy eating","super love",75,69339
dd5bd710-bb81-464e-a798-0291b385e883,photo,"healthy eating",peeking,35,69339
dd5bd710-bb81-464e-a798-0291b385e883,photo,"healthy eating",peeking,35,69339
dd5bd710-bb81-464e-a798-0291b385e883,photo,"healthy eating",peeking,35,69339
dd5bd710-bb81-464e-a798-0291b385e883,photo,"healthy eating",disgust,0,69339
dd5bd710-bb81-464e-a798-0291b385e883,photo,"healthy eating",disgust,0,69339
dd5bd710-bb81-464e-a798-0291b385e883,photo,"healthy eating",worried,12,69339
dd5bd710-bb81-464e-a798-0291b385e883,photo,"healthy eating",disgust,0,69339
dd5bd710-bb81-464e-a798-0291b385e883,photo,"healthy eating",disgust,0,69339
26a2a058-3806-42ef-b1e4-24c6b64f9bdb,audio,"healthy eating","super love",75,69339
476e3ce0-3291-4c77-b3a3-deabee114efc,audio,"healthy eating",disgust,0,69339
26a2a058-3806-42ef-b1e4-24c6b64f9bdb,audio,"healthy eating",interested,30,69339
26a2a058-3806-42ef-b1e4-24c6b64f9bdb,audio,"healthy eating",interested,30,69339
26a2a058-3806-42ef-b1e4-24c6b64f9bdb,audio,"healthy eating",interested,30,69339
26a2a058-3806-42ef-b1e4-24c6b64f9bdb,audio,"healthy eating","super love",75,69339
26a2a058-3806-42ef-b1e4-24c6b64f9bdb,audio,"healthy eating",interested,30,69339
26a2a058-3806-42ef-b1e4-24c6b64f9bdb,audio,"healthy eating","super love",75,69339
25c8f882-464d-4465-9ed2-e7f7706c1775,audio,"healthy eating",intrigued,45,69339
25c8f882-464d-4465-9ed2-e7f7706c1775,audio,"healthy eating",intrigued,45,69339
25c8f882-464d-4465-9ed2-e7f7706c1775,audio,"healthy eating",want,70,69339
00d0cdf9-5919-4102-bf84-ebde253c3cd2,audio,"healthy eating",like,50,69339
00d0cdf9-5919-4102-bf84-ebde253c3cd2,audio,"healthy eating",disgust,0,69339
00d0cdf9-5919-4102-bf84-ebde253c3cd2,audio,"healthy eating",hate,5,69339
00d0cdf9-5919-4102-bf84-ebde253c3cd2,audio,"healthy eating",hate,5,69339
00d0cdf9-5919-4102-bf84-ebde253c3cd2,audio,"healthy eating",love,65,69339
00d0cdf9-5919-4102-bf84-ebde253c3cd2,audio,"healthy eating",hate,5,69339
2893a837-3157-4bbd-918f-adc93b60480a,photo,"healthy eating",peeking,35,69339
26a2a058-3806-42ef-b1e4-24c6b64f9bdb,audio,"healthy eating",interested,30,69339
66af1757-534a-4ef9-a5a5-9d721e7c6c00,audio,"healthy eating",want,70,69339
00d0cdf9-5919-4102-bf84-ebde253c3cd2,audio,"healthy eating",like,50,69339
00d0cdf9-5919-4102-bf84-ebde253c3cd2,audio,"healthy eating",love,65,69339
87bf6cd4-f955-418b-aa84-9bfffcb4abeb,GIF,"healthy eating",adore,72,69339
87bf6cd4-f955-418b-aa84-9bfffcb4abeb,GIF,"healthy eating","super love",75,69339
87bf6cd4-f955-418b-aa84-9bfffcb4abeb,GIF,"healthy eating",want,70,69339
87bf6cd4-f955-418b-aa84-9bfffcb4abeb,GIF,"healthy eating",want,70,69339
87bf6cd4-f955-418b-aa84-9bfffcb4abeb,GIF,"healthy eating",adore,72,69339
66af1757-534a-4ef9-a5a5-9d721e7c6c00,audio,"healthy eating",want,70,69339
66af1757-534a-4ef9-a5a5-9d721e7c6c00,audio,"healthy eating",want,70,69339
69ce055c-e0bd-46c5-b856-bf2254d1c490,GIF,"healthy eating",interested,30,69339
69ce055c-e0bd-46c5-b856-bf2254d1c490,GIF,"healthy eating",interested,30,69339
69ce055c-e0bd-46c5-b856-bf2254d1c490,GIF,"healthy eating",interested,30,69339
585c17a5-df96-4a6d-b144-a499e0469546,GIF,"healthy eating",disgust,0,69339
585c17a5-df96-4a6d-b144-a499e0469546,GIF,"healthy eating",disgust,0,69339
585c17a5-df96-4a6d-b144-a499e0469546,GIF,"healthy eating",adore,72,69339
585c17a5-df96-4a6d-b144-a499e0469546,GIF,"healthy eating",disgust,0,69339
585c17a5-df96-4a6d-b144-a499e0469546,GIF,"healthy eating",disgust,0,69339
585c17a5-df96-4a6d-b144-a499e0469546,GIF,"healthy eating",disgust,0,69339
585c17a5-df96-4a6d-b144-a499e0469546,GIF,"healthy eating",disgust,0,69339
8e0f1d3e-b588-44de-a423-8224eb26aa99,audio,"healthy eating",want,70,69339
8e0f1d3e-b588-44de-a423-8224eb26aa99,audio,"healthy eating",worried,12,69339
e8d62710-7e3a-4bef-b6da-edaaed70c401,photo,"healthy eating",interested,30,69339
e8d62710-7e3a-4bef-b6da-edaaed70c401,photo,"healthy eating",hate,5,69339
e8d62710-7e3a-4bef-b6da-edaaed70c401,photo,"healthy eating",hate,5,69339
e8d62710-7e3a-4bef-b6da-edaaed70c401,photo,"healthy eating",hate,5,69339
e8d62710-7e3a-4bef-b6da-edaaed70c401,photo,"healthy eating",peeking,35,69339
e8d62710-7e3a-4bef-b6da-edaaed70c401,photo,"healthy eating",interested,30,69339
e8d62710-7e3a-4bef-b6da-edaaed70c401,photo,"healthy eating",peeking,35,69339
e8d62710-7e3a-4bef-b6da-edaaed70c401,photo,"healthy eating",hate,5,69339
5dc325aa-d5d1-4552-9997-cd25b7608be9,audio,"healthy eating",cherish,70,69339
8e0f1d3e-b588-44de-a423-8224eb26aa99,audio,"healthy eating",want,70,69339
8e0f1d3e-b588-44de-a423-8224eb26aa99,audio,"healthy eating",want,70,69339
2297a93f-370d-47e7-8df3-3d464b3a0c0a,video,"healthy eating",hate,5,69339
25c8f882-464d-4465-9ed2-e7f7706c1775,audio,"healthy eating",intrigued,45,69339
bc9cc9ed-3e90-4fef-a1e8-d54b31e88f30,photo,"healthy eating",scared,15,69339
bc9cc9ed-3e90-4fef-a1e8-d54b31e88f30,photo,"healthy eating",scared,15,69339
bc9cc9ed-3e90-4fef-a1e8-d54b31e88f30,photo,"healthy eating",scared,15,69339
bc9cc9ed-3e90-4fef-a1e8-d54b31e88f30,photo,"healthy eating",scared,15,69339
02ba5af1-784a-44cc-ae3a-14833c4a2237,video,"healthy eating",like,50,69339
02ba5af1-784a-44cc-ae3a-14833c4a2237,video,"healthy eating",like,50,69339
02ba5af1-784a-44cc-ae3a-14833c4a2237,video,"healthy eating",like,50,69339
5dc325aa-d5d1-4552-9997-cd25b7608be9,audio,"healthy eating",scared,15,69339
03ed0e2b-bd63-4079-8910-62c187526ca0,audio,"healthy eating",scared,15,69339
03ed0e2b-bd63-4079-8910-62c187526ca0,audio,"healthy eating",like,50,69339
03ed0e2b-bd63-4079-8910-62c187526ca0,audio,"healthy eating",scared,15,69339
03ed0e2b-bd63-4079-8910-62c187526ca0,audio,"healthy eating",scared,15,69339
25c8f882-464d-4465-9ed2-e7f7706c1775,audio,"healthy eating",interested,30,69339
03ed0e2b-bd63-4079-8910-62c187526ca0,audio,"healthy eating",like,50,69339
02ba5af1-784a-44cc-ae3a-14833c4a2237,video,"healthy eating",hate,5,69339
02ba5af1-784a-44cc-ae3a-14833c4a2237,video,"healthy eating",hate,5,69339
c84f903e-32ae-4ce1-b66b-d876439fccf5,audio,"healthy eating",like,50,69339
c84f903e-32ae-4ce1-b66b-d876439fccf5,audio,"healthy eating",like,50,69339
25c8f882-464d-4465-9ed2-e7f7706c1775,audio,"healthy eating",intrigued,45,69339
03ed0e2b-bd63-4079-8910-62c187526ca0,audio,"healthy eating",like,50,69339
6cbac852-fec6-49e2-95db-d62edeb477d0,video,"healthy eating",scared,15,69339
6cbac852-fec6-49e2-95db-d62edeb477d0,video,"healthy eating",scared,15,69339
03ed0e2b-bd63-4079-8910-62c187526ca0,audio,"healthy eating",scared,15,69339
c84f903e-32ae-4ce1-b66b-d876439fccf5,audio,"healthy eating",adore,72,69339
5dc325aa-d5d1-4552-9997-cd25b7608be9,audio,"healthy eating",cherish,70,69339
5dc325aa-d5d1-4552-9997-cd25b7608be9,audio,"healthy eating",hate,5,69339
5dc325aa-d5d1-4552-9997-cd25b7608be9,audio,"healthy eating",scared,15,69339
5dc325aa-d5d1-4552-9997-cd25b7608be9,audio,"healthy eating",disgust,0,69339
c84f903e-32ae-4ce1-b66b-d876439fccf5,audio,"healthy eating","super love",75,69339
c84f903e-32ae-4ce1-b66b-d876439fccf5,audio,"healthy eating","super love",75,69339
c84f903e-32ae-4ce1-b66b-d876439fccf5,audio,"healthy eating",like,50,69339
c84f903e-32ae-4ce1-b66b-d876439fccf5,audio,"healthy eating",heart,60,69339
5dc325aa-d5d1-4552-9997-cd25b7608be9,audio,"healthy eating","super love",75,69339
6054518c-4c28-4d65-8ebe-3b4f56108f29,GIF,"healthy eating",indifferent,20,69339
6054518c-4c28-4d65-8ebe-3b4f56108f29,GIF,"healthy eating",indifferent,20,69339
6054518c-4c28-4d65-8ebe-3b4f56108f29,GIF,"healthy eating",indifferent,20,69339
6054518c-4c28-4d65-8ebe-3b4f56108f29,GIF,"healthy eating",indifferent,20,69339
5dc325aa-d5d1-4552-9997-cd25b7608be9,audio,"healthy eating",cherish,70,69339
5dc325aa-d5d1-4552-9997-cd25b7608be9,audio,"healthy eating",cherish,70,69339
5dc325aa-d5d1-4552-9997-cd25b7608be9,audio,"healthy eating","super love",75,69339
5dc325aa-d5d1-4552-9997-cd25b7608be9,audio,"healthy eating","super love",75,69339
2664a681-e732-422f-b529-02fabb6ec9ab,audio,"healthy eating",adore,72,69339
2664a681-e732-422f-b529-02fabb6ec9ab,audio,"healthy eating",adore,72,69339
2664a681-e732-422f-b529-02fabb6ec9ab,audio,"healthy eating",heart,60,69339
c84f903e-32ae-4ce1-b66b-d876439fccf5,audio,"healthy eating",adore,72,69339
c84f903e-32ae-4ce1-b66b-d876439fccf5,audio,"healthy eating",heart,60,69339
451b228b-9d66-45a4-b6fa-46c502562b5f,video,"healthy eating",cherish,70,69339
451b228b-9d66-45a4-b6fa-46c502562b5f,video,"healthy eating",cherish,70,69339
5dc325aa-d5d1-4552-9997-cd25b7608be9,audio,"healthy eating","super love",75,69339
5dc325aa-d5d1-4552-9997-cd25b7608be9,audio,"healthy eating",scared,15,69339
c84f903e-32ae-4ce1-b66b-d876439fccf5,audio,"healthy eating",heart,60,69339
c84f903e-32ae-4ce1-b66b-d876439fccf5,audio,"healthy eating",like,50,69339
c84f903e-32ae-4ce1-b66b-d876439fccf5,audio,"healthy eating",heart,60,69339
4bdd31e0-2f59-4262-bcbe-546678a3d203,photo,"healthy eating",interested,30,69339
4bdd31e0-2f59-4262-bcbe-546678a3d203,photo,"healthy eating",indifferent,20,69339
4bdd31e0-2f59-4262-bcbe-546678a3d203,photo,"healthy eating",heart,60,69339
4bdd31e0-2f59-4262-bcbe-546678a3d203,photo,"healthy eating",heart,60,69339
4bdd31e0-2f59-4262-bcbe-546678a3d203,photo,"healthy eating",indifferent,20,69339
4bdd31e0-2f59-4262-bcbe-546678a3d203,photo,"healthy eating",indifferent,20,69339
4bdd31e0-2f59-4262-bcbe-546678a3d203,photo,"healthy eating",heart,60,69339
4bdd31e0-2f59-4262-bcbe-546678a3d203,photo,"healthy eating",interested,30,69339
4bdd31e0-2f59-4262-bcbe-546678a3d203,photo,"healthy eating",heart,60,69339
5163acf9-9bde-4f09-81e2-d8711e774360,audio,"healthy eating",love,65,69339
b4d8b8ed-d538-49d2-a1cb-25548045bcf1,video,"healthy eating",want,70,69339
b4d8b8ed-d538-49d2-a1cb-25548045bcf1,video,"healthy eating",love,65,69339
3cec7ac2-f9b6-4e4c-b392-63c59c3621f2,GIF,"healthy eating",heart,60,69339
3ca5a22f-aebc-4421-a960-d787d732f1ec,audio,"healthy eating","super love",75,69339
3ca5a22f-aebc-4421-a960-d787d732f1ec,audio,"healthy eating",heart,60,69339
7a79f4e4-3b7d-44dc-bdef-bc990740252c,GIF,technology,"super love",75,68738
0fbdd670-a266-4805-9bbc-c5ad73cf97b3,photo,technology,adore,72,68738
e1792fe6-28e0-49fc-8b01-0e027461d8b5,GIF,technology,"super love",75,68738
60ca0278-5ed6-4669-939b-e6dc2021c07d,GIF,technology,want,70,68738
60ca0278-5ed6-4669-939b-e6dc2021c07d,GIF,technology,want,70,68738
60ca0278-5ed6-4669-939b-e6dc2021c07d,GIF,technology,want,70,68738
60ca0278-5ed6-4669-939b-e6dc2021c07d,GIF,technology,disgust,0,68738
60ca0278-5ed6-4669-939b-e6dc2021c07d,GIF,technology,scared,15,68738
1735c0ee-4834-4428-8e6c-014e8fd44bc5,video,technology,heart,60,68738
d95a7e4c-d504-4cba-9bcc-4c4b1bfb06d0,audio,technology,"super love",75,68738
c6616e7c-f815-46d0-9b1d-d7ea977f5d32,audio,technology,want,70,68738
c6616e7c-f815-46d0-9b1d-d7ea977f5d32,audio,technology,hate,5,68738
e1792fe6-28e0-49fc-8b01-0e027461d8b5,GIF,technology,"super love",75,68738
36bd1711-92f6-4240-8ac5-21df845abe86,GIF,technology,adore,72,68738
36bd1711-92f6-4240-8ac5-21df845abe86,GIF,technology,adore,72,68738
36bd1711-92f6-4240-8ac5-21df845abe86,GIF,technology,disgust,0,68738
c6616e7c-f815-46d0-9b1d-d7ea977f5d32,audio,technology,hate,5,68738
c6616e7c-f815-46d0-9b1d-d7ea977f5d32,audio,technology,adore,72,68738
c6616e7c-f815-46d0-9b1d-d7ea977f5d32,audio,technology,want,70,68738
c6616e7c-f815-46d0-9b1d-d7ea977f5d32,audio,technology,want,70,68738
c6616e7c-f815-46d0-9b1d-d7ea977f5d32,audio,technology,want,70,68738
d61c4f76-99c6-4cd7-aaad-b3561880aa26,photo,technology,cherish,70,68738
d61c4f76-99c6-4cd7-aaad-b3561880aa26,photo,technology,scared,15,68738
d61c4f76-99c6-4cd7-aaad-b3561880aa26,photo,technology,scared,15,68738
d95a7e4c-d504-4cba-9bcc-4c4b1bfb06d0,audio,technology,intrigued,45,68738
4c598198-bd8b-4b86-8440-b8ecba62abe7,photo,technology,love,65,68738
4c598198-bd8b-4b86-8440-b8ecba62abe7,photo,technology,love,65,68738
d95a7e4c-d504-4cba-9bcc-4c4b1bfb06d0,audio,technology,interested,30,68738
d95a7e4c-d504-4cba-9bcc-4c4b1bfb06d0,audio,technology,peeking,35,68738
d95a7e4c-d504-4cba-9bcc-4c4b1bfb06d0,audio,technology,interested,30,68738
44eab5ca-b4a4-46c4-977d-197a78551861,audio,technology,disgust,0,68738
